"Region","P-Code","Sector","Activity Type","Organisation","Activity","Start Date","End Date"
"Lola","GIN008002","Surveillance & suivi","Superviseurs de district","UNFPA","Formation de superviseurs de district",,"en ecours"
"Lola","GIN008002","Surveillance & suivi","Superviseurs de district","CDC","Formation de superviseurs de district",,"en ecours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","OMS","Formation de superviseurs de district",,"en ecours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","UNFPA","Formation de superviseurs de district",,"en ecours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","CDC","Formation de superviseurs de district",,"en ecours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","plan","Formation de superviseurs de district",,"en ecours"
"Nzérékoré","GIN008004","Surveillance & suivi","Superviseurs de district","OMS","Formation de superviseurs de district",,"en ecours"
"Nzérékoré","GIN008004","Surveillance & suivi","Superviseurs de district","CDC","Formation de superviseurs de district",,"en ecours"
"Nzérékoré","GIN008004","Surveillance & suivi","Superviseurs de district","plan","Formation de superviseurs de district",,"en ecours"
"Pita","GIN007003","Surveillance & suivi","Superviseurs de district","ACF","Formation de superviseurs de district",1/12/2015,
"Siguiri","GIN004005","Surveillance & suivi","Superviseurs de district","OMS","Formation de superviseurs de district",,"en ecours"
"Siguiri","GIN004005","Surveillance & suivi","Superviseurs de district","CDC","Formation de superviseurs de district",,"en ecours"
"Yomou","GIN008005","Surveillance & suivi","Superviseurs de district","OMS","Formation de superviseurs de district",,"en ecours"
"Yomou","GIN008005","Surveillance & suivi","Superviseurs de district","CDC","Formation de superviseurs de district",,"en ecours"
"Beyla","GIN008001","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en ecours"
"Beyla","GIN008001","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en ecours"
"Boké","GIN001002","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en ecours"
"Boké","GIN001002","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en ecours"
"Conakry","GIN002001","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,
"Conakry","GIN002001","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","plan","Equipement pour superviseurs",,
"Dalaba","GIN007001","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,
"Dalaba","GIN007001","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,
"Dubreka","GIN005002","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en cours"
"Dubreka","GIN005002","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en cours"
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","plan","Equipement pour superviseurs",,
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en cours"
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en cours"
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","plan","Equipement pour superviseurs",,"en cours"
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","MSF","Equipement pour superviseurs",,"en cours"
"kankan","GIN004001","Surveillance & suivi","Superviseurs de district","UNFPA","Equipement pour superviseurs",,
"kankan","GIN004001","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,
"Kerouane","GIN004002","Surveillance & suivi","Superviseurs de district","UNFPA","Equipement pour superviseurs",,"en cours"
"Kerouane","GIN004002","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en cours"
"Kindia","GIN005004","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en cours"
"Kindia","GIN005004","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en cours"
"Kouroussa","GIN004003","Surveillance & suivi","Superviseurs de district","UNFPA","Equipement pour superviseurs",,
"Kouroussa","GIN004003","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,
"Labe","GIN006002","Surveillance & suivi","Superviseurs de district","UNFPA","Equipement pour superviseurs",,12/10/2014
"Labe","GIN006002","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,
"Lola","GIN008002","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en cours"
"Lola","GIN008002","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en cours"
"Lola","GIN008002","Surveillance & suivi","Superviseurs de district","UNFPA","Equipement pour superviseurs",,"en cours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en cours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","UNFPA","Equipement pour superviseurs",,"en cours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en cours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","plan","Equipement pour superviseurs",,"en cours"
"Nzérékoré","GIN008004","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en cours"
"Nzérékoré","GIN008004","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en cours"
"Nzérékoré","GIN008004","Surveillance & suivi","Superviseurs de district","plan","Equipement pour superviseurs",,"en cours"
"Siguiri","GIN004005","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en cours"
"Siguiri","GIN004005","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en cours"
"Yomou","GIN008005","Surveillance & suivi","Superviseurs de district","OMS","Equipement pour superviseurs",,"en cours"
"Yomou","GIN008005","Surveillance & suivi","Superviseurs de district","CDC","Equipement pour superviseurs",,"en cours"
"Beyla","GIN008001","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,"en cours"
"Beyla","GIN008001","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,"en cours"
"Boké","GIN001002","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,"en cours"
"Boké","GIN001002","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,"en cours"
"Conakry","GIN002001","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,
"Conakry","GIN002001","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","plan","Véhicule",,
"Dalaba","GIN007001","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,
"Dalaba","GIN007001","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,
"Dubreka","GIN005002","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,"en cours"
"Dubreka","GIN005002","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,"en cours"
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","plan","Véhicule",,
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","plan","Véhicule",,
"kankan","GIN004001","Surveillance & suivi","Superviseurs de district","UNFPA","Véhicule",,
"kankan","GIN004001","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,
"Kerouane","GIN004002","Surveillance & suivi","Superviseurs de district","UNFPA","Véhicule",,"en cours"
"Kerouane","GIN004002","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,"en cours"
"Kindia","GIN005004","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,"en cours"
"Kindia","GIN005004","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,"en cours"
"Kouroussa","GIN004003","Surveillance & suivi","Superviseurs de district","UNFPA","Véhicule",,
"Kouroussa","GIN004003","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,
"Labe","GIN006002","Surveillance & suivi","Superviseurs de district","UNFPA","Véhicule",,
"Labe","GIN006002","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,
"Lola","GIN008002","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,
"Lola","GIN008002","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,
"Lola","GIN008002","Surveillance & suivi","Superviseurs de district","UNFPA","Véhicule",,
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,"en cours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","UNFPA","Véhicule",,"en cours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,"en cours"
"Macenta","GIN008003","Surveillance & suivi","Superviseurs de district","plan","Véhicule",,"en cours"
"Nzérékoré","GIN008004","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,"en cours"
"Nzérékoré","GIN008004","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,"en cours"
"Nzérékoré","GIN008004","Surveillance & suivi","Superviseurs de district","plan","Véhicule",,"en cours"
"Siguiri","GIN004005","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,"en cours"
"Siguiri","GIN004005","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,"en cours"
"Yomou","GIN008005","Surveillance & suivi","Superviseurs de district","OMS","Véhicule",,"en cours"
"Yomou","GIN008005","Surveillance & suivi","Superviseurs de district","CDC","Véhicule",,"en cours"
"Beyla","GIN008001","Surveillance & suivi","Superviseurs de district","OMS","Carburant Supervision de district ",,"en cours"
"Beyla","GIN008001","Surveillance & suivi","Superviseurs de district","CDC","Carburant Supervision de district ",,"en cours"
"Boké","GIN001002","Surveillance & suivi","Superviseurs de district","OMS","Carburant Supervision de district ",,"en cours"
"Boké","GIN001002","Surveillance & suivi","Superviseurs de district","CDC","Carburant Supervision de district ",,"en cours"
"Conakry","GIN002001","Surveillance & suivi","Superviseurs de district","OMS","Carburant Supervision de district ",,
"Conakry","GIN002001","Surveillance & suivi","Superviseurs de district","CDC","Carburant Supervision de district ",,
"Conakry","GIN002001","Surveillance & suivi","Superviseurs de district","ACF","Carburant Supervision de district ",12/1/2014,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","OMS","Carburant Supervision de district ",,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","CDC","Carburant Supervision de district ",,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","plan","Carburant Supervision de district ",,
"Coyah","GIN005001","Surveillance & suivi","Superviseurs de district","ACF","Carburant Supervision de district ",1/1/2015,1/1/2015
"Dalaba","GIN007001","Surveillance & suivi","Superviseurs de district","OMS","Carburant Supervision de district ",,
"Dalaba","GIN007001","Surveillance & suivi","Superviseurs de district","CDC","Carburant Supervision de district ",,
"Dalaba","GIN007001","Surveillance & suivi","Superviseurs de district","ACF","Carburant Supervision de district ",1/12/2015,
"Dubreka","GIN005002","Surveillance & suivi","Superviseurs de district","OMS","Carburant Supervision de district ",,"en cours"
"Dubreka","GIN005002","Surveillance & suivi","Superviseurs de district","CDC","Carburant Supervision de district ",,"en cours"
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","OMS","Carburant Supervision de district ",,
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","CDC","Carburant Supervision de district ",,
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","plan","Carburant Supervision de district ",,
"Forecariah","GIN005003","Surveillance & suivi","Superviseurs de district","ACF","Carburant Supervision de district ",12/22/2014,
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","OMS","Carburant Supervision de district ",,"en cours"
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","CDC","Carburant Supervision de district ",,"en cours"
"Guéckédou","GIN008006","Surveillance & suivi","Superviseurs de district","PLAn","Carburant Supervision de district ",,"en cours"
"kankan","GIN004001","Surveillance & suivi","Superviseurs de district","UNFPA","Carburant Supervision de district ",,
"kankan","GIN004001","Surveillance & suivi","Superviseurs de district","CDC","Carburant Supervision de district ",,
